Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Domaine Foivos Nautilus White Aged Under Water Kefalonia,Still White Wine,£12.99,2020,12.50%,75cl,Greece,Macedonia,"Muscat 30%, Muscatel 30%, Tsaousi 20%, Vostilidi 20%",Domaine Foivos,"Pour Le Vin Faim de Loup Syrah Pays d’Oc - Pour Le Vin Faim de Loup Syrah Pays d’Oc has enticing aromas of juicy cherry, plum and blackberry. The palate is soft, succulent and spicy with mouthfuls of lush, ripe berry fruit flavours with a touch of coffee and spice and a note of violets on the finish."
Gaia Wild Ferment Assyrtiko Santorini,Still White Wine,£27.99,2021,13.50%,75cl,Greece,Aegean Islands,Assyrtiko,Gaia Wines,"Gaia Notios Red Agiorgitiko Peloponnisos - A light bodied wine with a refreshing, velvety texture and intense, persistent aromas of ripe red fruit, with soft tannins that underlie a well-structured palate.Sold in single bottles"
Gaia Notios Red Agiorgitiko Peloponnisos,Still Red Wine,£11.49,2020,13.50%,75cl,Greece,Peloponnese,"Agiorgitiko 85%, Syrah 15%",Gaia Wines,"Domaine Tournon Mathilda Viognier Marsanne - This wine is pale gold in color with a fresh,crisp,fruity nose. Supple and fresh on the palate with a crisp long finsh reminiscent of stone fruits and wonderful minerality.  This wine offers complexity, depth and weight yet leaves the palate refreshed and ready for another sip."
Domaine Foivos Pandrosos Kefalonia,Still White Wine,£18.49,2020,12.50%,75cl,Greece,Macedonia,"Vostilidi 40%, Tsaousi 25%, Muscatel 20%, Muscat 15%",Domaine Foivos,
Ktima Gerovassiliou Avaton,Still Red Wine,£19.49,2018,13.50%,75cl,Greece,Macedonian Republic,"Limnio 40%, Mavrotragano 30%, Mavroudi 30%",Ktima Gerovassiliou,"La Guita Manzanilla Sherry - Made from Palomino grapes, mainly from the Miraflores estate: one of Sanlúcars most prestigious. Ageing and development is carried out in the coastal town of Sanlúcar de Barrameda, here the flor in the solara grows more quickly in the humid conditions, developing the flavours of this Fino Sherry into the town’s unique style. Pale straw gold in colour. this Manzanilla has a delicate, fresh demeanour and a saline minerality on the finish.Sold in cases of six bottles"
Gaia Thalassitis Assyrtiko Santorini White Dry Wine,Still White Wine,£23.29,2020,13%,75cl,Greece,Aegean Islands,Assyrtiko,Gaia Wines,"Yarra Yering Agincourt Cabernet Malbec Victoria - Agincourt consistently exhibits classic cabernet characters of cassis and dark berry fruits, along with a unique leafy herbaceousness. The Malbec plays its part with inky robust plum and black cherry and ample tannins to provide beautifully balanced structure."
Thymiopoulos Malagouzia Assyrtiko,Still White Wine,£12.69,2020,12%,75cl,Greece,Macedonia,"70% Malagouzia, 30% Assyrtiko",Thymiopoulos Estate,"Vincent & Sophie Morey Santenay Les Hates - Silky, juicy Pinot from the southern end of the Côte de Beaune, full of bright red berry and cherry fruit, with an accessible texture and lovely long finish.Sold in single bottles"
"Monemvasia Winery, Kydonitsa, Laconia",Still White Wine,£11.99,2019,13%,75cl,Greece,Peloponnese,Kidonitsa 100%,Monemvasia Winery,"Krohn LBV Port - LBV Port with bags of flavour and length on the finish from an eminently reliable Port house. Deep ruby colour with upfront aromas of black plums, spice and dried herbs, firm and evident tannins and a rich, long finish. The generous plummy characters, freshness and pure berry fruit characterise Krohn LBV.Sold in cases of six bottles"
Ktima Gerovassiliou Estate Red Epanomi,Still Red Wine,£16.99,2019,14%,75cl,Greece,Macedonian Republic,"Syrah 60%, Limnio 20%, Merlot 20%",Ktima Gerovassiliou,"La Rose No.7 Domaine J.Laurens, Cremant de Limoux - The delicate pink colour comes from 15% Pinot Noir, only permitted in the area since 2003, and the finished wine displays pretty red fruit supported nicely by a soft and biscuity frame."
Akriotou Orivatis Savatiano Sterea Ellada,Still White Wine,£11.49,2020,12%,75cl,Greece,Sterea Ellada,Savatiano 100%,Akriotou,"Al-Cantara Luci Luci Etna Sicily - Aromatic notes of flowers, golden apple and tropical fruit are accompanied by distinctive mineral overtones, typical of the native Carricante grape. Refreshing and crisp, with a lovely, spicy finish."
Manolesakis Estate Exis Red,Still Red Wine,£11.79,2020,12%,75cl,Greece,Macedonia,"Moschomavro 55%, Limnio 45%",Manolesakis Estate,
Ritinitis Nobilis Retsina Gaia Wines,Still White Wine,£11.99,2020,12%,75cl,Greece,Retsina,Roditis 100%,Gaia Wines,Sacchetto Pinot Grigio Blush delle Venezie - The delicate very pale blush colour of this wine is obtained from the skins of the Pinot Grigio grapes which are pink in colour. A fresh and fruity wine with a delicate flavour and an off dry finish.Sold in single bottles
Tsantali Agioritiko Abaton Mount Athos White,Still White Wine,£15.49,2018,12.50%,75cl,Greece,"Assyrtiko, Athiri",er: Tsantali,,"Tenuta Tascante Ghiaia Nera Etna Rosso - This wine is made from the Nerello Mascalese grape grown in Tenuta Tascante youngest vineyards. There are terraces, surrounded by chestnut and downy oak groves, a typical biodiversity that gives the wines their personality. Soft tannins, good drinkability and freshness. Aged in large oak barrels.Sold in single bottles"
Domaine Gerovassiliou Chardonnay Epanomi,Still White Wine,£17.39,2020,14%,75cl,Greece,Macedonia,Chardonnay,Ktima Gerovassiliou,"Kayra Versus Alpagut Okuzgozu - A complex nose of rhubarb, cassis and blackberry preserve are combined with subtle overtones of allspice and hazelnut and an intriguing note of pine forest. A concentrated and powerful wine full of high toned red fruits and a long finish.Sold in single bottles"
Manolesakis Estate Exis White,Still White Wine,£11.79,2020,12%,75cl,Greece,Macedonia,"Malagousia 55%, Assyrtiko 45%",Manolesakis Estate,Bove Avegiano Montepulciano d'Abruzzo - Red berries and wild strawberries with elegant notes of wood on the finish. A well structured and harmonious red wine with a lingering finish.Sold in cases of six bottles
Ktima Gerovassiliou Malagousia,Still White Wine,£16.39,2021,13.50%,75cl,Greece,Macedonia,Malagousia 100%,Ktima Gerovassiliou,"Marquis des Beys Red Domaine des Tourelles - Produced from specially selected parcels of Syrah and Cabernet Sauvignon, this is densely packed and concentrated with blackcurrants and chocolate yet retains freshness and spice and a very Lebanese flavour.Sold in cases of six bottles"
Ktima Gerovassiliou Estate White Assyrtiko Malagousia,Still White Wine,£15.99,2021,13.50%,75cl,Greece,Macedonia,"Assyrtiko 50%, Malagousia 50%",Ktima Gerovassiliou,"Le Poira Malbec Guy Allion - A delightful wine and something of a rarity, this Loire Malbec has an intense nose of fresh ripe plums and blackcurrants. The palate is medium bodied and juicy, with some spicy notes and a refreshing finish.Sold in single bottles"
Ktima Biblia Chora Estate White Sauvignon Blanc Assyrtiko,Still White Wine,£18.29,2020,13.50%,75cl,Greece,Macedonia,"Sauvignon Blanc 60%, Assyrtiko 40%",Ktima Biblia Chora,"Lost Angel Chardonnay - Forget the heavy oak and butter – we want to be able to taste great fruit! This Chardonnay is full of yellow apples, fresh pear and hints of coconut and tropical fruit – really bright and refreshing.Sold in single bottles"
Champagne Jacquesson Cuvee 740 D.T. Extra Brut,Champagne,£89.99,13%,,nce,Champagne,"61% Chardonnay, 21% Pinot meunier, 18% Pinot noir",er: Champagne Jacquesson,,"Ca' del Console Prosecco Rose - Ca' del Console Prosecco Rose is a brilliant sparkling rose that is fresh, harmonious, delicate and persistent. Sold in single bottles"
Domaine Gerovassiliou Viognier Epanomi,Still White Wine,£17.59,2021,14%,75cl,Greece,Macedonia,100% Viognier,Ktima Gerovassiliou,"Feudi d'Albe Montepulciano d'Abruzzo Bove - Bright, ruby red wine with aromas of forest fruits, mature cherry and light spices. On the palate it is full flavoured and pleasantly dry with a hint of liquorice. The soft tannins are well balanced with the fragrant fruits. It finishes with notes of liquorice.Sold in single bottles"
Ovilos Ktima Biblia Chora White,Still White Wine,£25.49,2020,13.50%,75cl,Greece,Macedonia,"Assyrtiko 50%, Semillon 50%",Ktima Biblia Chora,"Saint Clair Pioneer Block 3, 43 Degrees Sauvignon Blanc - Pale straw in colour with an aroma of crushed herb, blackcurrant bud, passionfruit and gooseberry.This sauvignon blanc is distinctively Marlborough with a fresh vibrant palate of passionfruit, gooseberry and crushed herb.Sold in single bottles"
Kardos Tündermese Late Harvest,Sweet/Dessert,£9.99,2018,11%,50cl,Hungary,Tokaj,"Furmint 50%, Hárslevelu 30%, Muscateddu 20%",Kardos Vineyards Estate,"Kardos Tündermese Late Harvest - Kardos Tündermese Late Harvest has rich intense mandarin flavours with a honey note suggesting botrytis fruit. Textured with a vibrant acidity that pevents the sweetness from becoming cloying. Very drinkable, this doesn't need food and has a finish that just goes on and on.Sold in single bottles"
Kardos Tokaji Forditas,Sweet/Dessert,£19.99,2017,11%,50cl,Hungary,Tokaj,Furmint 100%,Kardos Vineyards Estate,"Kozlovic Teran Croatia - A fresh and medium bodied red wine with a combination of black fruits and bitter chocolate, reminiscent of Refosco from Northern Italy.Sold in single bottles"
Kardos Dry Furmint,Still White Wine,£10.79,2020,13%,75cl,Hungary,Tokaj,100% Furmint,Kardos Vineyards Estate,"Papagiannakos Naturally Savatiano - Floral, herbal and citrus aromas with a slight yeasty note. Gorgeous natural wine from Domaine Papagiannakos. Floral, herbal and citrus aromas with a slight yeasty note. The palate is rounded and soft with hay, green plum and a touch of white spice and salinity on the finish.Sold in cases of six bottles"
777 Monopole Pinot Noir,Still Red Wine,£18.99,2017,13.50%,75cl,Hungary,Eger,100% Pinot Noir,Nimrod,"Acustic Celler Ritme Tinto Cepas Vella - It has a very attractive bouquet, the oak evident but in synch with the fruit. The palate has a satisfying, succulent entry with fine acidity, good weight with a clean precise finish of dark cherries and blood orange.Sold in cases of six bottles"
Kershaw G.P.S. Series Lower Duivenhoks River Chardonnay,Still White Wine,£35.49,2018,,th Africa,00% Chardonnay,r: Kershaw Wines,,,"Maggio Old Vines Petite Sirah Oak Ridge Winery - Maggio Old Vines Petite Sirah Oak Ridge Winery is a richly coloured wine which offers opulent notes of dark berried fruit and blueberry, with nuances of black pepper, fine cocoa and vanilla. Showing lovely balance, the ripe fruit is enveloped in elegant tannins through to a lingering finish.Sold in single bottles"
Kovacs Nimrod Battonage Chardonnay,Still White Wine,£17.39,2016,13%,75cl,Hungary,Eger,100% Chardonnay,Nimrod,"Tabali Pedregoso Gran Reserva Carmenere - Juicy, elegant and perfect for long winter nights. Deep dark red in colour with an elegant complex nose, plenty of spice, black fruit and violets... think black forest gateau! With smooth tannins on the palate there is perfect integration between oak and fruit, followed by a long and elegant finish.Sold in cases of six bottles"
Kovacs Nimrod Monopole Blues Kekfrankos,Still Red Wine,£14.59,2016,12.50%,75cl,Hungary,Eger,Kekfrankos 100%,Nimrod,"Kozlovic Malvazija - Kozlovic Malvazija has a crisp, zesty, mineral rich wine with ripe melon and citrus flavours.Sold in single bottles"
Kovacs Nimrod Dixie Chardonnay Pinot Gris,Still White Wine,£12.79,2019,13%,75cl,Hungary,Eger,"Chardonnay 60%, Pinot Gris 40%",Nimrod,"Isola’s Cannonau di Sardegna - Vibrant cherry and ripe bramble aromas with subtle notes of violet and spice. More ripe cherry characters on the palate, with fresh strawberry and lightly floral notes, balanced by juicy acidity, soft tannins and just a hint of pepper on the finish."
Kardos Supreme Furmint,Still White Wine,£14.49,2016,13%,75cl,Hungary,Tokaj,"Furmint 85%, Hárslevelu 15%",Kardos Vineyards Estate,"“Viticulture and winemaking are inherently linked to the land and the climate, so we have a deep connection to the natural world that we live and work in. Climate change is affecting us now – by drinking wine that is carbon neutral people can take climate action while still enjoying the finer things in life, guilt-free.” Alisdair Tulloch"
Kovacs Nimrod Egri Csillag,Still White Wine,£9.85,2018,12.50%,75cl,Hungary,Eger,"Olaszrizling 30%, Leanyka 30%, Pinot Gris 20%",Nimrod,"Kung Fu Girl Riesling Charles Smith - Aromatic, smooth, vibrant and tasty. Great flavours of Tangerine, apricot, wet stone, key lime, clove and nectarine.Sold in cases of 12 bottles"
Sula Vineyards Chenin Blanc,Still White Wine,£10.99,2021,12%,75cl,India,Maharashtra,Chenin Blanc,Sula Vineyards,Sula Vineyards Chenin Blanc - Aromas of quince and pear combine with tropical fruit flavours and mineral undertones. A notable acidity and hint of sweetness give this wine a balanced structure and refreshing character.Sold in single bottles
Sula Vineyards Dindori Reserve Shiraz,Still Red Wine,£11.99,2019,13.50%,75cl,India,Nashik,100% Shiraz,Sula Vineyards,"Sula Vineyards Dindori Reserve Shiraz - A full flavoured shiraz. Dark purple colour, pronounced aromas of red cherries, sweet spices and peppers. Rich dark fruits on the palate, with eucalyptus. Medium to full bodied with good length.Sold in single bottles"
Sula Vineyards Dindori Reserve Viognier,Still White Wine,£11.99,2021,13%,75cl,India,Nashik,100% Viognier,Sula Vineyards,"Sula Vineyards Dindori Reserve Viognier - Typical tropical fruit, apricots and peaches on the nose. Full bodied rich and opulent on the palate with a distinctive mid palate fruit sweetness but with good long mineral finish. Great with exotic Kerala style cuisine.Sold in single bottles"
Sula Vineyards Red Zinfandel,Still Red Wine,£11.49,2020,13.50%,75cl,India,Nashik,100% Zinfandel,Sula Vineyards,"Sula Vineyards Red Zinfandel - Fruit driven, seductive and youthful. Aromas of red berries laced with cinnamon and spice. Red peppers, ripe cherries and spice on the palate, medium bodied with supple tannins.Sold in single bottles"
Sula Vineyards Sauvignon Blanc Nashik,Still White Wine,£11.29,2021,13%,75cl,India,Nashik,100% Sauvignon Blanc,Sula Vineyards,"Sula Vineyards Sauvignon Blanc Nashik - Aromas of cut grass, green peppers and spice. Gooseberry and racy acidity on the palate. Dry and crisp with a moderately long finish."
Sula Vineyards Shiraz,Still Red Wine,£11.59,2021,13.50%,75cl,India,Nashik,100% Shiraz,Sula Vineyards,"Sula Vineyards Shiraz - Deep purple colour, spices and smokiness on the nose followed by blackberries and black pepper on the palate. Hints of dark chocolate, vanilla and jammy fruit characters coming through, medium bodied with round tannins.Sold in single bottles"
Basilisco Sophia Bianco Basilicata,Still White Wine,£13.49,2019,12.50%,75cl,Italy,Basilicata,Fiano,Basilisco,"Basilisco Sophia Bianco Basilicata - This is a wonderful example of Fiano with delicate aromas reminiscent of fresh flowers, roses and yellow peaches. The palate is refreshing, crisp and mellow with a luscious texture and an aromatic finish.Sold in single bottles"
Caparrone Cerasuolo d'Abruzzo,Rose,£9.19,2020,13.50%,75cl,Italy,Abruzzi,100% Montepulciano,Azienda Agricola Contesa,"Caparrone Cerasuolo d'Abruzzo - Aromas of strawberries and cherry fruit, with some savoury herbal notes. These juicy, ripe bitter cherry flavours follow through to a juicy, mouth watering, yet dry finish.Sold in cases of six bottles"
Claudio Cipressi Macchiarossa Tintilia del Molise,Still Red Wine,£23.39,2013,14.50%,75cl,Italy,San Felice del Molise,100% Tintilia grapes,Claudio Cipressi,"Claudio Cipressi Macchiarossa Tintilia del Molise - Red colour with bright, vivid reflections of garnet-red. Spicy, balsamic aroma with undertones of sour black cherry and berries. Smooth, full-bodied taste.Sold in single bottles"
Il Sacrato Sangiovese Merlot Rubicone,Still Red Wine,£7.99,2020,11.50%,75cl,Italy,Emilia Romagna,"Sangiovese, Merlot",Gruppo Cevico,"Il Sacrato Sangiovese Merlot Rubicone - The Sangiovese shows a lovely perfume, medium weight and persistence and combines well with the berried ripeness of the Merlot. A medium weight wine with good depth of flavour and a soft round finish.Sold in cases of six bottles"
Italia Pinot Grigio Rose,Rose,£6.65,2020,12.50%,75cl,Italy,Abruzzi,"Pinot Grigio 85%, Pinot Nero 15%",Adria Vini,"Italia Pinot Grigio Rose - A pretty, delicate pink rose with red berry and strawberry aromas. A fresh and fruity palate is packed full of summer berry fruit with a soft, rounded mouthfeel, the slightest touch of sweetness balanced by refreshing red cherry crush on the finish.Sold in cases of six bottles"
Mannara Pinot Grigio Rose,Rose,£8.69,2020,12.50%,75cl,Italy,Sicily,100% Pinot Grigio,Mannara,"Mannara Pinot Grigio Rose - A delicate rosé with lifted aromas of spring flowers and strawberries, red berry fruit on the palate and a soft, round finish.Sold in single bottles"
Moma Bianco Rubicone Umberto Cesari,Still White Wine,£10.65,2020,13%,75cl,Italy,Emilia Romagna,"Trebbiano 40%, Sauvignon Blanc 30%, Chardonnay 30%",Umberto Cesari,"Moma Bianco Rubicone Umberto Cesari - A refreshing blend of Trebbiano, Sauvignon and Chardonnay, this wine has good depth of ripe and rich grapefruit and lemon flavours combined with the freshness of Sauvignon and the creamy weight of the Chardonnay.Sold in single bottles"
Moma Rosso Rubicone Umberto Cesari,Still Red Wine,£13.39,2019,13%,75cl,Italy,Emilia Romagna,"Sangiovese 80%, Cabernet Sauvignon 20%",Umberto Cesari,"Moma Rosso Rubicone Umberto Cesari - Intense aromas of soft fruits and raspberries combined with fresh, herbal notes. smooth and velvety in the mouth.Sold in single bottles"
Poderi dal Nespoli Sangiovese di Romagna Superiore Prugneto,Still Red Wine,£12.49,2017,13%,75cl,Italy,Emilia Romagna,Sangiovese,Poderi Dal Nespoli,"Poderi dal Nespoli Sangiovese di Romagna Superiore Prugneto - Colour: bright ruby red colour. Nose: intense and fine lingering perfume. Palate: pleasant, warm and fresh feeling, smooth and firm tannins. Excellent structure and overall balance. Good ageing potential.Sold in cases of six bottles"
Regaleali Le Rose Tasca d'Almerita,Rose,£10.49,2020,12.50%,75cl,Italy,Sicily,100% Nerello Mascalese,Tasca d'Almerita,"Regaleali Le Rose Tasca d'Almerita - Crisply balanced and full of flavour, this delicious Sicilian rosé offers strawberry and cherry fruit, and an aroma of fresh spring flowers.Sold in single bottles"
Rene Barbier Cava Rosado Brut,Sparkling Wine,£12.89,,12%,75cl,Italy,Penedes,60% Trepat/20% Garnacha/20% Monastrell,Rene Barbier,"Rene Barbier Cava Rosado Brut - A very elegant, attractive zesty and fruit packed pink cava. This sparkler has a good steady stream of fine bubbles and summer fruit flavours. A stunning pinky!"
Sangiovese Riserva Umberto Cesari,Still Red Wine,£17.29,2019,13%,75cl,Italy,Emilia Romagna,"Sangiovese 85%, Cabernet Sauvignon 15%",Umberto Cesari,"Sangiovese Riserva Umberto Cesari - Produced from only the best clusters of grapes, this wine has an intense cherry aroma with a touch of violets followed by a full, rich flavour with firm tannins.Sold in single bottles"
Statua Pinot Grigio Blush,Rose,£7.99,2020,12%,75cl,Italy,Sicily,100% Pinot Grigio,Statua,"Statua Pinot Grigio Blush - A refreshing blush pinot grigio, light bodied with elegant red fruit flavours make this easy, versatile and very enjoyable drinking."
Tramin Lagrein Alto Adige,Still Red Wine,£14.89,2020,12.50%,75cl,Italy,Alto Adige,Lagrein,Tramin,"Tramin Lagrein Alto Adige - Fruits of the forest, plums, spice and minerals. Intense with a lingering finish.Sold in single bottles"
Tramin Pinot Noir Pinot Nero,Still Red Wine,£15.29,2020,12.50%,75cl,Italy,Alto Adige,100% Pinot Noir,Tramin,"Tramin Pinot Noir, Pinot Nero - Fresh and fruity with good primary fruit with a hint of berries and light herbs on the finish.Sold in single bottles"
Umberto Cesari Liano Sangiovese Cabernet Rubicone,Still Red Wine,£23.99,2018,13.50%,75cl,Italy,Emilia Romagna,"Sangiovese 70%, Cabernet Sauvignon 30%",Umberto Cesari,"Umberto Cesari Liano Sangiovese Cabernet Rubicone - Rounded, intense and persistent bouquet with hints of ripe fruit, spice and vanilla. Smooth and sophisticated with a lingering finish.Sold in single bottles"
Villa Rossi Rubicone Sangiovese,Still Red Wine,£7.89,2020,12%,75cl,Italy,Emilia Romagna,"Sangiovese, Rubicone",Villa Rossi,Villa Rossi Rubicone Sangiovese - A smooth and easy drinking red wine with a delicate aroma and flavours of red fruits.Sold in single bottles
Dogheria Pinot Bianco Rubicone IGT Poderi dal Nespoli,Still White Wine,£10.55,2018,12.50%,75cl,Italy,Emilia Romagna,100% Pinot Bianco,Poderi Dal Nespoli,Dogheria Pinot Bianco Rubicone IGT Poderi dal Nespoli - A delicate and floral wine with hints of green apple and citrus.Sold in cases of six bottles
Terre del Noce Pinot Grigio Rose,Rose,£8.89,2021,12%,75cl,Italy,Trentino,100% Pinot Grigio,Mezzacorona,"Terre del Noce Pinot Grigio Rose - Fruity and refreshing with flavours of ripe lemons, stone fruit and strawberries with a very light herbaceous finish.Sold in single bottles"
Minini Montepulciano d'Abruzzo,Still Red Wine,£7.99,2020,12.50%,75cl,Italy,Abruzzo,100% Montepulciano,Minini,"Minini Montepulciano d'Abruzzo - Ruby red colour with orange tones when aged. The nose is vinous, intense and pleasant, while the palate is full, round and slightly tannic.Sold in cases of six bottles"
Villa Raiano Aglianico,Still Red Wine,£12.49,2018,13.50%,75cl,Italy,Campania,Aglianico 100%,Villa Raiano,"Villa Raiano Aglianico - A dense, powerful young red, fresh and spicy on the nose with black fruits and smoky, tarry notes. Fresh wild plum and bitter cherry fruit is balanced by taut acidity and firm but ripe tannins. An impeccably made wine combining depth and structure with vibrant, spicy fruit.Sold in cases of six bottles"
San Leonardo Terre di San Leonardo,Still Red Wine,£15.49,2018,13%,75cl,Italy,Trentino,"Cabernet Sauvignon, Carmenère, Merlot",Tenuta San Leonardo,"San Leonardo Terre di San Leonardo - For more than 300 years San Leonardo has served as the residence of the Marquis Guerrieri Gonzaga family, its proud custodians. Located in the Vallagarina Valley, the San Leonardo estate is a garden of vineyards and roses. This cuvée is is an accessible and food-friendly blend selected from across the estate. Robert Parker's Wine Advocate Awarded 92 points"
Muffato della Sala Antinori,Sweet/Dessert,£32.49,2018,12.50%,50cl,Italy,Umbria,er: Antinori,,"Muffato della Sala Antinori - This fascinating wine is a blend of Sauvignon Blanc, Grechetto, Traminer, Sémillon and Riesling affected by Botrytis Cinerea (noble rot). The morning mists and local microclimate favour the development of this rot which reduces the water content of the grapes. The resulting concentration of sugars and aromas give the Muffato its special and unmistakeable flavour.Sold in single bottles"
San Marzano Timo Puglia Vermentino,Still White Wine,£10.69,2020,12%,75cl,Italy,Puglia,100% Vermentino,Cantine San Marzano,"San Marzano Timo Puglia Vermentino - San Marzano Timo Puglia Vermentino has delicate white floral aromas combine with notes of thyme and rosemary in this elegant, refreshing and mineral wine.Sold in single bottles"
Le Dolci Colline Prosecco Rose,Sparkling Wine,£9.39,2020,11.50%,75cl,Italy,Veneto,"Glera 90%, Pinot Noir 10%",osecco,"Le Dolci Colline Prosecco Rose - Le Dolci Colline Prosecco Rose is a fresh and delicately fruity Prosecco Rosé with red berry and floral aromas. Lively on the palate with ripe strawberry and raspberry notes and a clean, refreshing finish.Sold in cases of six bottles"
Contesa Trebbiano d’Abruzzo,Still White Wine,£11.99,2020,12.50%,75cl,Italy,Abruzzi,Trebbiano d'Abruzzo 100%,Azienda Agricola Contesa,"Contesa Trebbiano d’Abruzzo - Contesa Trebbiano d’Abruzzo has aromas of ripe stone fruit, citrus and white spice. The palate is textural with citrus and nutty notes, and a bright finish."
Versante Negroamaro Rosato IGT Salento,Rose,£9.99,2020,12.50%,75cl,Italy,Puglia,Negroamaro 100%,Agricoe Vallone,"Versante Negroamaro Rosato IGT Salento - Versante Negroamaro Rosato IGT Salento is a delicately hued rosato with vibrant cherry and berry aromas. Tangy wild berry fruit on the palate. Flavourful and juicy with good balancing acidity - leading to a fresh clean finish, and making this an excellent food rosé. Sold in cases of six bottles"
Palazzina Moscato d’Asti Vendemmia Tardiva,Sweet/Dessert,£7.99,2015,14%,37.5cl,Italy,Piemonte,Moscato Bianco 100%,Araldica,"Palazzina Moscato d’Asti Vendemmia Tardiva - Palazzina Moscato d’Asti Vendemmia Tardiva has a nose of intense lemon curd, marmalade, and orange peel with fragrant honeysuckle notes. The palate has lots of ripe apricot and acacia honey characters with honeyed sweetness, well-balanced by a fresh citrus zest bite on the lingering finish.Sold in cases of 12 bottles"
Palazzi Rosato Monferrato Chiaretto,Rose,£6.89,2021,12.50%,75cl,Italy,Piemonte,"Barbera, Pinot Noir",Adria Vini,Palazzi Rosato Monferrato Chiaretto - Palazzi Rosato Monferrato Chiaretto is a fresh and food-friendly rosé packed with cherry fruit.
San Abello Sauvignon Blanc,Still White Wine,£7.39,12%,,le,Central Valley,100% Sauvignon Blanc,er: San Abello,,"Sileni Estate Plateau Grand Reserve Pinot Noir - Ripe savoury Pinot Noir showing tremendous regional and varietal character. Complex aromas of varietal dark berry fruit and florals. The palate is rich with flavours of sweet dark cherry, spice and silky tannins. This is a food friendly style, excellent with mushroom risotto, lamb or pasta with truffle and parmesan.Sold in cases of six bottles"
Rupe Re Vendemmia Tardiva,Sweet/Dessert,£15.99,2017,11.50%,50cl,Italy,Trentino,"Sauvignon Blanc, Chardonnay, Riesling",Cavit,"Rupe Re Vendemmia Tardiva - Rupe Re Vendemmia Tardiva is a beautiful late-harvest wine produced from a selection of varieties: Sauvignon Blanc, Chardonnay, Riesling and Nosiola. Strong botrytis characters mingle with ripe, luscious apricot and fresh floral notes. Tiny production of less than 4,000 bottles."
Montresor Custoza Bio Organic,Still White Wine,£8.29,2021,12%,75cl,Italy,Lombardia,"Garganega, Friulano, Cortese",Giacomo Montresor,"Montresor Custoza Bio Organic - Montresor Custoza Bio Organic has delicate aromas of orchard fruit and spring flowers. The savoury palate has ripe golden apple, apricot and tangy citrus characters, alongside a bright, saline acidity."
"Montresor Amarone della Valpolicella, Satinato 100th Anniversary",Still Red Wine,£30.99,2011,15%,75cl,Italy,Veneto,"Corvina 70%, Rondinella 20%, Molinara 10%",Giacomo Montresor,"Montresor Amarone della Valpolicella, Satinato 100th Anniversary - Montresor Amarone della Valpolicella, Satinato 100th Anniversary is a celebration of the Montresor family's Amarone heritage, and 100 years since the wine was first released in its distincive frosted bottle."
Cieck Erbaluce di Caluso Spumante San Giorgio,Sparkling Wine,£16.99,2017,12%,75cl,Italy,Piemonte,Erbaluce,Azienda Agricola Cieck,Cieck Erbaluce di Caluso Spumante San Giorgio - Cieck Erbaluce di Caluso Spumante San Giorgio is produced from the local Erbaluce grape - naturally high in flavour and acidity - is pressed whole cluster and given a second fermentation and 36 months aging in bottle - both just like in Champagne.Sold in cases of six bottles
Sa Raja Carignano del Sulcis,Still Red Wine,£14.99,2020,13%,75cl,Italy,Sardinia,Carignano,Sa Raja,Sa Raja Carignano del Sulcis - Sa Raja Carignano del Sulcis is a brooding and rich style of Carignano from the Sulcis zone in the south of Sardinia.
Sa Raja Vermentino di Gallura,Still White Wine,£13.99,2020,13.50%,75cl,Italy,Sardinia,Vermentino,Sa Raja,"Sa Raja Vermentino di Gallura - Sa Raja Vermentino di Gallura is a classic Sardinian Vermentino from the estate’s higher altitude, older and lower-yielding vineyards, which gives the wine breadth and complexity."
Montresor Bardolino Chiaretto Bio [Organic],Rose,£9.49,2021,12%,75cl,Italy,Venezie,"Corvina, Rondinella, Molinara",Giacomo Montresor,Montresor Bardolino Chiaretto Bio [Organic] - A classic Bardolino rosé with an appealing soft and fruity style.
Xanadu Exmoor Chardonnay,Still White Wine,£11.99,13%,,tralia,Margaret River,Chardonnay,er: Xanadu,,"Morgassi Superiore Volo Gavi del Comune di Gavi - A wine characterised by its intense and lingering bouquet, plus the lively white fruit and citrus flavours. It is elegant, rich and pronounced, with a brilliantly balanced finish.Sold in cases of six bottles"
Vidussi Ribolla Gialla Spumante Brut NV,Sparkling Wine,£11.65,,12%,75cl,Italy,Friuli Venezia Giulia,100% Ribolla Gialla,Vidussi,"Vidussi Ribolla Gialla Spumante Brut NV - Sparkling Ribolla is in vogue in Italy, its high natural acidity and taut citrus fruit giving base wines well suited to high quality fizz - bright and expressive."
La Famiglia Fraquelli Prosecco Extra Dry,Sparkling Wine,£13.39,,11%,75cl,Italy,Veneto,Glera,La Famiglia Fraquelli,"La Famiglia Fraquelli Prosecco Extra Dry - La Famiglia Fraquelli Prosecco Extra Dry is fresh, dry and well-balanced taste with good aromatic persistence. Intense, fine and fruity perfume. Hints of apple and pear on a delicate floral background.Sold in single bottles"
